-183.513, 78.033, 1.610,  1.765
-183.507, 77.978, 1.665,  1.798
-183.501, 77.920, 1.731,  1.831
-183.495, 77.861, 1.801,  1.864
-183.489, 77.799, 1.865,  1.897
-183.483, 77.735, 1.905,  1.930
-183.476, 77.672, 1.920,  1.963
-183.470, 77.608, 1.915,  1.996
-183.463, 77.545, 1.894,  2.029
-183.457, 77.483, 1.862,  2.062
-183.451, 77.423, 1.820,  2.095
-183.445, 77.365, 1.772,  2.128
-183.439, 77.308, 1.721,  2.161
-183.434, 77.252, 1.674,  2.194
-183.428, 77.198, 1.634,  2.227
-183.423, 77.145, 1.604,  2.260
-183.418, 77.092, 1.588,  2.293
-183.413, 77.040, 1.588,  2.326
-183.407, 76.987, 1.607,  2.359
-183.402, 76.932, 1.647,  2.392
-183.397, 76.875, 1.708,  2.425
-183.391, 76.816, 1.785,  2.458
-183.386, 76.754, 1.871,  2.491
-183.379, 76.689, 1.963,  2.524
-183.373, 76.621, 2.041,  2.557
-183.367, 76.552, 2.086,  2.590
-183.360, 76.482, 2.097,  2.623
-183.353, 76.413, 2.083,  2.656
-183.347, 76.345, 2.053,  2.689
-183.341, 76.278, 2.012,  2.722
-183.335, 76.213, 1.963,  2.755
-183.329, 76.150, 1.908,  2.788
-183.323, 76.089, 1.851,  2.821
-183.317, 76.029, 1.799,  2.854
-183.312, 75.971, 1.756,  2.887
-183.307, 75.914, 1.725,  2.920
-183.302, 75.857, 1.707,  2.953
-183.297, 75.801, 1.705,  2.986
-183.292, 75.744, 1.724,  3.019
-183.287, 75.685, 1.764,  3.052
-183.281, 75.625, 1.826,  3.085
-183.276, 75.561, 1.905,  3.118
-183.270, 75.495, 1.997,  3.151
-183.264, 75.426, 2.085,  3.184
-183.257, 75.354, 2.154,  3.217
-183.251, 75.281, 2.192,  3.250
-183.244, 75.208, 2.201,  3.283
-183.238, 75.135, 2.185,  3.316
-183.231, 75.064, 2.152,  3.349
-183.225, 74.994, 2.107,  3.382
-183.219, 74.926, 2.054,  3.415
-183.214, 74.860, 1.998,  3.448
-183.208, 74.795, 1.947,  3.481
-183.203, 74.732, 1.904,  3.514
-183.198, 74.670, 1.873,  3.547
-183.193, 74.609, 1.856,  3.580
-183.187, 74.547, 1.857,  3.613
-183.182, 74.485, 1.877,  3.646
-183.177, 74.421, 1.919,  3.679
-183.171, 74.356, 1.981,  3.712
-183.165, 74.287, 2.060,  3.745
-183.159, 74.216, 2.143,  3.778
-183.153, 74.143, 2.211,  3.811
-183.147, 74.068, 2.251,  3.844
-183.140, 73.992, 2.262,  3.877
-183.134, 73.918, 2.247,  3.910
-183.128, 73.844, 2.215,  3.943
-183.122, 73.772, 2.170,  3.976
-183.117, 73.701, 2.120,  4.009
-183.111, 73.633, 2.072,  4.042
-183.106, 73.565, 2.032,  4.075
-183.101, 73.499, 2.004,  4.108
-183.095, 73.433, 1.990,  4.141
-183.090, 73.367, 1.993,  4.174
-183.085, 73.300, 2.016,  4.207
-183.079, 73.232, 2.061,  4.240
-183.073, 73.161, 2.127,  4.273
-183.068, 73.088, 2.202,  4.306
-183.061, 73.013, 2.272,  4.339
-183.055, 72.935, 2.330,  4.372
-183.049, 72.857, 2.361,  4.405
-183.043, 72.778, 2.364,  4.438
-183.037, 72.700, 2.344,  4.471
-183.031, 72.623, 2.306,  4.504
-183.026, 72.548, 2.257,  4.537
-183.020, 72.475, 2.203,  4.570
-183.015, 72.404, 2.153,  4.603
-183.009, 72.334, 2.111,  4.636
-183.004, 72.265, 2.082,  4.669
-182.999, 72.196, 2.067,  4.702
-182.994, 72.127, 2.069,  4.735
-182.988, 72.058, 2.093,  4.768
-182.983, 71.987, 2.140,  4.801
-182.977, 71.914, 2.210,  4.834
-182.972, 71.838, 2.285,  4.867
-182.966, 71.759, 2.359,  4.900
-182.960, 71.679, 2.425,  4.933
-182.954, 71.596, 2.479,  4.966
-182.948, 71.513, 2.505,  4.999
-182.942, 71.429, 2.504,  5.032
-182.936, 71.347, 2.480,  5.065
-182.930, 71.266, 2.439,  5.098
-182.924, 71.187, 2.385,  5.131
-182.919, 71.109, 2.326,  5.164
-182.913, 71.034, 2.271,  5.197
-182.908, 70.960, 2.226,  5.230
-182.902, 70.887, 2.196,  5.263
-182.897, 70.815, 2.183,  5.296
-182.893, 70.742, 2.185,  5.329
-182.887, 70.669, 2.208,  5.362
-182.882, 70.594, 2.257,  5.395
-182.877, 70.517, 2.324,  5.428
-182.872, 70.437, 2.396,  5.461
-182.866, 70.355, 2.469,  5.494
-182.860, 70.271, 2.537,  5.527
-182.854, 70.185, 2.593,  5.560
-182.848, 70.097, 2.623,  5.593
-182.842, 70.010, 2.624,  5.626
-182.836, 69.923, 2.601,  5.659
-182.830, 69.838, 2.559,  5.692
-182.824, 69.755, 2.508,  5.725
-182.819, 69.673, 2.458,  5.758
-182.814, 69.593, 2.415,  5.791
-182.809, 69.514, 2.386,  5.824
-182.804, 69.435, 2.374,  5.857
-182.798, 69.356, 2.382,  5.890
-182.793, 69.276, 2.411,  5.923
-182.788, 69.195, 2.457,  5.956
-182.782, 69.111, 2.514,  5.989
-182.777, 69.026, 2.574,  6.022
-182.771, 68.938, 2.635,  6.055
-182.765, 68.848, 2.692,  6.088
-182.759, 68.757, 2.737,  6.121
-182.753, 68.665, 2.758,  6.154
-182.748, 68.574, 2.751,  6.187
-182.742, 68.483, 2.722,  6.220
-182.737, 68.394, 2.675,  6.253
-182.731, 68.307, 2.620,  6.286
-182.726, 68.222, 2.565,  6.319
-182.720, 68.138, 2.518,  6.352
-182.715, 68.056, 2.485,  6.385
-182.710, 67.974, 2.469,  6.418
-182.705, 67.892, 2.474,  6.451
-182.700, 67.809, 2.500,  6.484
-182.695, 67.724, 2.545,  6.517
-182.690, 67.638, 2.603,  6.550
-182.684, 67.549, 2.669,  6.583
-182.679, 67.458, 2.737,  6.616
-182.673, 67.365, 2.802,  6.649
-182.668, 67.269, 2.861,  6.682
-182.662, 67.173, 2.908,  6.715
-182.656, 67.075, 2.928,  6.748
-182.650, 66.978, 2.921,  6.781
-182.645, 66.882, 2.890,  6.814
-182.639, 66.787, 2.841,  6.847
-182.633, 66.695, 2.783,  6.880
-182.628, 66.604, 2.725,  6.913
-182.623, 66.515, 2.674,  6.946
-182.617, 66.428, 2.637,  6.979
-182.612, 66.341, 2.617,  7.012
-182.607, 66.254, 2.617,  7.045
-182.602, 66.166, 2.639,  7.078
-182.596, 66.077, 2.681,  7.111
-182.591, 65.986, 2.739,  7.144
-182.585, 65.893, 2.805,  7.177
-182.579, 65.797, 2.874,  7.210
-182.573, 65.699, 2.942,  7.243
-182.568, 65.599, 3.005,  7.276
-182.562, 65.498, 3.056,  7.309
-182.556, 65.395, 3.080,  7.342
-182.550, 65.293, 3.075,  7.375
-182.544, 65.191, 3.046,  7.408
-182.539, 65.092, 2.997,  7.441
-182.533, 64.994, 2.938,  7.474
-182.528, 64.898, 2.878,  7.507
-182.522, 64.804, 2.825,  7.540
-182.517, 64.712, 2.785,  7.573
-182.512, 64.620, 2.761,  7.606
-182.507, 64.529, 2.758,  7.639
-182.502, 64.436, 2.776,  7.672
-182.497, 64.343, 2.817,  7.705
-182.492, 64.247, 2.874,  7.738
-182.487, 64.149, 2.941,  7.771
-182.482, 64.049, 3.013,  7.804
-182.476, 63.946, 3.086,  7.837
-182.470, 63.841, 3.154,  7.870
-182.465, 63.734, 3.215,  7.903
-182.459, 63.626, 3.262,  7.936
-182.453, 63.516, 3.282,  7.969
-182.448, 63.407, 3.273,  8.002
-182.442, 63.300, 3.240,  8.035
-182.437, 63.194, 3.187,  8.068
-182.431, 63.090, 3.123,  8.101
-182.426, 62.988, 3.059,  8.134
-182.421, 62.888, 3.001,  8.167
-182.416, 62.790, 2.956,  8.200
-182.411, 62.693, 2.927,  8.233
-182.406, 62.596, 2.918,  8.266
-182.402, 62.498, 2.932,  8.299
-182.397, 62.400, 2.969,  8.332
-182.392, 62.299, 3.025,  8.365
-182.387, 62.196, 3.093,  8.398
-182.382, 62.091, 3.168,  8.431
-182.377, 61.983, 3.244,  8.464
-182.371, 61.872, 3.317,  8.497
-182.366, 61.760, 3.385,  8.530
-182.360, 61.645, 3.439,  8.563
-182.355, 61.530, 3.465,  8.596
-182.349, 61.414, 3.461,  8.629
-182.344, 61.300, 3.430,  8.662
-182.339, 61.188, 3.379,  8.695
-182.334, 61.077, 3.315,  8.728
-182.329, 60.969, 3.249,  8.761
-182.324, 60.863, 3.189,  8.794
-182.319, 60.759, 3.140,  8.827
-182.315, 60.656, 3.108,  8.860
-182.310, 60.553, 3.095,  8.893
-182.305, 60.450, 3.105,  8.926
-182.301, 60.345, 3.138,  8.959
-182.296, 60.239, 3.192,  8.992
-182.291, 60.131, 3.259,  9.025
-182.287, 60.020, 3.335,  9.058
-182.282, 59.906, 3.414,  9.091
-182.277, 59.790, 3.491,  9.124
-182.271, 59.671, 3.563,  9.157
-182.266, 59.550, 3.628,  9.190
-182.261, 59.428, 3.677,  9.223
-182.256, 59.305, 3.698,  9.256
-182.251, 59.182, 3.689,  9.289
-182.245, 59.060, 3.654,  9.322
-182.241, 58.940, 3.598,  9.355
-182.236, 58.823, 3.529,  9.388
-182.231, 58.708, 3.458,  9.421
-182.226, 58.595, 3.393,  9.454
-182.222, 58.484, 3.338,  9.487
-182.217, 58.374, 3.300,  9.520
-182.213, 58.265, 3.282,  9.553
-182.208, 58.156, 3.286,  9.586
-182.204, 58.046, 3.314,  9.619
-182.200, 57.934, 3.364,  9.652
-182.195, 57.819, 3.431,  9.685
-182.191, 57.703, 3.508,  9.718
-182.186, 57.583, 3.590,  9.751
-182.181, 57.461, 3.673,  9.784
-182.176, 57.336, 3.752,  9.817
-182.171, 57.208, 3.823,  9.850
-182.167, 57.079, 3.885,  9.883
-182.162, 56.948, 3.932,  9.916
-182.157, 56.817, 3.949,  9.949
-182.152, 56.686, 3.937,  9.982
-182.147, 56.556, 3.898, 10.015
-182.142, 56.428, 3.841, 10.048
-182.138, 56.302, 3.779, 10.081
-182.133, 56.179, 3.719, 10.114
-182.129, 56.057, 3.668, 10.147
-182.125, 55.936, 3.631, 10.180
-182.120, 55.816, 3.613, 10.213
-182.116, 55.696, 3.617, 10.246
-182.112, 55.574, 3.644, 10.279
-182.107, 55.452, 3.690, 10.312
-182.103, 55.327, 3.749, 10.345
-182.098, 55.200, 3.816, 10.378
-182.094, 55.070, 3.886, 10.411
-182.090, 54.938, 3.956, 10.444
-182.085, 54.804, 4.022, 10.477
-182.080, 54.669, 4.080, 10.510
-182.076, 54.531, 4.130, 10.543
-182.071, 54.392, 4.166, 10.576
-182.066, 54.253, 4.175, 10.609
-182.062, 54.115, 4.154, 10.642
-182.058, 53.978, 4.108, 10.675
-182.053, 53.843, 4.046, 10.708
-182.049, 53.711, 3.978, 10.741
-182.045, 53.581, 3.912, 10.774
-182.041, 53.453, 3.856, 10.807
-182.037, 53.326, 3.813, 10.840
-182.033, 53.200, 3.790, 10.873
-182.029, 53.074, 3.788, 10.906
-182.025, 52.947, 3.811, 10.939
-182.021, 52.818, 3.856, 10.972
-182.017, 52.688, 3.917, 11.005
-182.013, 52.555, 3.988, 11.038
-182.009, 52.420, 4.066, 11.071
-182.005, 52.282, 4.145, 11.104
-182.000, 52.141, 4.222, 11.137
-181.996, 51.998, 4.294, 11.170
-181.992, 51.853, 4.358, 11.203
-181.987, 51.706, 4.412, 11.236
-181.983, 51.558, 4.450, 11.269
-181.979, 51.409, 4.460, 11.302
-181.975, 51.261, 4.439, 11.335
-181.970, 51.115, 4.393, 11.368
-181.966, 50.971, 4.329, 11.401
-181.962, 50.829, 4.258, 11.434
-181.958, 50.690, 4.189, 11.467
-181.955, 50.552, 4.128, 11.500
-181.951, 50.417, 4.080, 11.533
-181.947, 50.282, 4.051, 11.566
-181.943, 50.147, 4.044, 11.599
-181.940, 50.012, 4.061, 11.632
-181.936, 49.876, 4.100, 11.665
-181.932, 49.737, 4.158, 11.698
-181.929, 49.596, 4.227, 11.731
-181.925, 49.453, 4.304, 11.764
-181.921, 49.307, 4.385, 11.797
-181.917, 49.158, 4.465, 11.830
-181.913, 49.007, 4.542, 11.863
-181.909, 48.853, 4.613, 11.896
-181.905, 48.697, 4.674, 11.929
-181.901, 48.540, 4.725, 11.962
-181.898, 48.382, 4.760, 11.995
-181.894, 48.223, 4.767, 12.028
-181.890, 48.065, 4.743, 12.061
-181.886, 47.908, 4.696, 12.094
-181.882, 47.754, 4.640, 12.127
-181.878, 47.602, 4.582, 12.160
-181.875, 47.451, 4.530, 12.193
-181.871, 47.302, 4.490, 12.226
-181.868, 47.153, 4.466, 12.259
-181.864, 47.005, 4.463, 12.292
-181.861, 46.855, 4.481, 12.325
-181.857, 46.705, 4.518, 12.358
-181.854, 46.553, 4.568, 12.391
-181.850, 46.399, 4.626, 12.424
-181.847, 46.243, 4.690, 12.457
-181.843, 46.084, 4.755, 12.490
-181.840, 45.924, 4.820, 12.523
-181.836, 45.761, 4.881, 12.556
-181.832, 45.597, 4.936, 12.589
-181.829, 45.431, 4.984, 12.622
-181.825, 45.263, 5.024, 12.655
-181.821, 45.095, 5.055, 12.688
-181.818, 44.926, 5.074, 12.721
-181.814, 44.757, 5.067, 12.754
-181.811, 44.590, 5.037, 12.787
-181.807, 44.423, 4.996, 12.820
-181.804, 44.259, 4.949, 12.853
-181.800, 44.095, 4.909, 12.886
-181.797, 43.933, 4.880, 12.919
-181.794, 43.771, 4.868, 12.952
-181.791, 43.609, 4.875, 12.985
-181.787, 43.446, 4.897, 13.018
-181.784, 43.281, 4.931, 13.051
-181.781, 43.116, 4.975, 13.084
-181.778, 42.948, 5.024, 13.117
-181.774, 42.779, 5.076, 13.150
-181.771, 42.608, 5.129, 13.183
-181.768, 42.436, 5.181, 13.216
-181.764, 42.262, 5.229, 13.249
-181.761, 42.086, 5.273, 13.282
-181.758, 41.909, 5.310, 13.315
-181.755, 41.731, 5.338, 13.348
-181.751, 41.553, 5.353, 13.381
-181.748, 41.375, 5.350, 13.414
-181.745, 41.197, 5.338, 13.447
-181.742, 41.020, 5.327, 13.480
-181.738, 40.843, 5.317, 13.513
-181.735, 40.666, 5.311, 13.546
-181.732, 40.489, 5.309, 13.579
-181.729, 40.312, 5.312, 13.612
-181.726, 40.135, 5.319, 13.645
-181.723, 39.957, 5.331, 13.678
-181.720, 39.779, 5.347, 13.711
-181.717, 39.601, 5.368, 13.744
-181.714, 39.421, 5.394, 13.777
-181.711, 39.240, 5.422, 13.810
-181.708, 39.059, 5.454, 13.843
-181.705, 38.876, 5.488, 13.876
-181.702, 38.692, 5.522, 13.909
-181.699, 38.507, 5.557, 13.942
-181.696, 38.320, 5.591, 13.975
-181.693, 38.133, 5.624, 14.008
-181.690, 37.945, 5.655, 14.041
-181.687, 37.755, 5.682, 14.074
-181.684, 37.565, 5.707, 14.107
-181.681, 37.375, 5.729, 14.140
-181.678, 37.183, 5.748, 14.173
-181.675, 36.991, 5.765, 14.206
-181.672, 36.799, 5.779, 14.239
-181.670, 36.606, 5.791, 14.272
-181.667, 36.413, 5.802, 14.305
-181.664, 36.219, 5.812, 14.338
-181.661, 36.025, 5.821, 14.371
-181.658, 35.831, 5.831, 14.404
-181.655, 35.636, 5.841, 14.437
-181.653, 35.441, 5.852, 14.470
-181.650, 35.246, 5.865, 14.503
-181.647, 35.050, 5.878, 14.536
-181.644, 34.854, 5.893, 14.569
-181.642, 34.657, 5.910, 14.602
-181.639, 34.459, 5.928, 14.635
-181.636, 34.261, 5.948, 14.668
-181.633, 34.062, 5.969, 14.701
-181.631, 33.863, 5.991, 14.734
-181.628, 33.662, 6.015, 14.767
-181.625, 33.461, 6.038, 14.800
-181.623, 33.259, 6.062, 14.833
-181.620, 33.056, 6.087, 14.866
-181.618, 32.853, 6.111, 14.899
-181.615, 32.649, 6.134, 14.932
-181.612, 32.443, 6.157, 14.965
-181.610, 32.238, 6.180, 14.998
-181.607, 32.031, 6.201, 15.031
-181.605, 31.824, 6.222, 15.064
-181.602, 31.616, 6.242, 15.097
-181.599, 31.407, 6.261, 15.130
-181.597, 31.198, 6.280, 15.163
-181.595, 30.988, 6.298, 15.196
-181.592, 30.778, 6.315, 15.229
-181.590, 30.567, 6.333, 15.262
-181.587, 30.355, 6.350, 15.295
-181.585, 30.143, 6.368, 15.328
-181.583, 29.930, 6.386, 15.361
-181.580, 29.717, 6.404, 15.394
-181.578, 29.503, 6.423, 15.427
-181.575, 29.288, 6.442, 15.460
-181.573, 29.073, 6.462, 15.493
-181.571, 28.857, 6.483, 15.526
-181.568, 28.640, 6.504, 15.559
-181.566, 28.423, 6.525, 15.592
-181.564, 28.205, 6.547, 15.625
-181.562, 27.986, 6.569, 15.658
-181.559, 27.766, 6.592, 15.691
-181.557, 27.546, 6.614, 15.724
-181.555, 27.325, 6.637, 15.757
-181.553, 27.103, 6.660, 15.790
-181.550, 26.880, 6.682, 15.823
-181.548, 26.657, 6.705, 15.856
-181.546, 26.433, 6.727, 15.889
-181.544, 26.208, 6.749, 15.922
-181.542, 25.983, 6.770, 15.955
-181.539, 25.756, 6.791, 15.988
-181.537, 25.529, 6.812, 16.021
-181.535, 25.302, 6.833, 16.054
-181.533, 25.073, 6.853, 16.087
-181.531, 24.844, 6.873, 16.120
-181.529, 24.615, 6.894, 16.153
-181.526, 24.384, 6.914, 16.186
-181.524, 24.153, 6.935, 16.219
-181.522, 23.922, 6.956, 16.252
-181.520, 23.689, 6.977, 16.285
-181.518, 23.456, 6.999, 16.318
-181.516, 23.222, 7.021, 16.351
-181.514, 22.988, 7.043, 16.384
-181.512, 22.752, 7.065, 16.417
-181.510, 22.516, 7.088, 16.450
-181.508, 22.279, 7.111, 16.483
-181.506, 22.041, 7.134, 16.516
-181.504, 21.803, 7.158, 16.549
-181.502, 21.564, 7.181, 16.582
-181.500, 21.324, 7.205, 16.615
-181.498, 21.083, 7.228, 16.648
-181.496, 20.841, 7.251, 16.681
-181.494, 20.599, 7.275, 16.714
-181.492, 20.356, 7.298, 16.747
-181.490, 20.112, 7.321, 16.780
-181.488, 19.867, 7.344, 16.813
-181.486, 19.622, 7.368, 16.846
-181.484, 19.376, 7.391, 16.879
-181.482, 19.129, 7.414, 16.912
-181.480, 18.881, 7.437, 16.945
-181.478, 18.633, 7.460, 16.978
-181.476, 18.383, 7.483, 17.011
-181.475, 18.133, 7.507, 17.044
-181.473, 17.883, 7.530, 17.077
-181.471, 17.631, 7.553, 17.110
-181.469, 17.379, 7.577, 17.143
-181.467, 17.125, 7.601, 17.176
-181.465, 16.871, 7.624, 17.209
-181.463, 16.617, 7.648, 17.242
-181.462, 16.361, 7.672, 17.275
-181.460, 16.105, 7.696, 17.308
-181.458, 15.848, 7.720, 17.341
-181.456, 15.590, 7.744, 17.374
-181.454, 15.331, 7.768, 17.407
-181.453, 15.071, 7.793, 17.440
-181.451, 14.811, 7.817, 17.473
-181.449, 14.550, 7.842, 17.506
-181.447, 14.288, 7.867, 17.539
-181.446, 14.025, 7.891, 17.572
-181.444, 13.761, 7.916, 17.605
-181.442, 13.497, 7.941, 17.638
-181.440, 13.231, 7.967, 17.671
-181.439, 12.965, 7.992, 17.704
-181.437, 12.698, 8.017, 17.737
-181.435, 12.430, 8.043, 17.770
-181.433, 12.162, 8.068, 17.803
-181.432, 11.892, 8.094, 17.836
-181.430, 11.622, 8.119, 17.869
-181.428, 11.350, 8.145, 17.902
-181.427, 11.078, 8.171, 17.935
-181.425, 10.805, 8.197, 17.968
-181.423, 10.531, 8.223, 18.001
-181.422, 10.256, 8.249, 18.034
-181.420, 9.981, 8.275, 18.067
-181.418, 9.704, 8.301, 18.100
-181.417, 9.427, 8.327, 18.133
-181.415, 9.149, 8.354, 18.166
-181.413, 8.870, 8.380, 18.199
-181.412, 8.590, 8.406, 18.232
-181.410, 8.309, 8.433, 18.265
-181.408, 8.027, 8.460, 18.298
-181.407, 7.744, 8.487, 18.331
-181.405, 7.461, 8.513, 18.364
-181.404, 7.176, 8.540, 18.397
-181.402, 6.891, 8.567, 18.430
-181.400, 6.605, 8.594, 18.463
-181.399, 6.317, 8.622, 18.496
-181.397, 6.029, 8.649, 18.529
-181.396, 5.740, 8.676, 18.562
-181.394, 5.451, 8.704, 18.595
-181.392, 5.160, 8.731, 18.628
-181.391, 4.868, 8.759, 18.661
-181.389, 4.575, 8.786, 18.694
-181.388, 4.282, 8.814, 18.727
-181.386, 3.987, 8.842, 18.760
-181.384, 3.692, 8.870, 18.793
-181.383, 3.395, 8.898, 18.826
-181.381, 3.098, 8.926, 18.859
-181.380, 2.800, 8.954, 18.892
-181.378, 2.501, 8.983, 18.925
-181.377, 2.201, 9.011, 18.958
-181.375, 1.899, 9.039, 18.991
-181.374, 1.597, 9.068, 19.024
-181.372, 1.294, 9.097, 19.057
-181.370, 0.990, 9.125, 19.090
-181.369, 0.686, 9.154, 19.123
-181.367, 0.380, 9.183, 19.156
-181.366, 0.073, 9.212, 19.189
-181.364, -0.235, 9.241, 19.222
-181.363, -0.544, 9.271, 19.255
-181.361, -0.854, 9.300, 19.288
-181.360, -1.164, 9.329, 19.321
-181.358, -1.476, 9.359, 19.354
-181.357, -1.789, 9.388, 19.387
-181.355, -2.102, 9.418, 19.420
-181.353, -2.417, 9.448, 19.453
-181.352, -2.733, 9.478, 19.486
-181.350, -3.049, 9.508, 19.519
-181.349, -3.367, 9.538, 19.552
-181.347, -3.686, 9.568, 19.585
-181.346, -4.006, 9.598, 19.618
-181.344, -4.326, 9.629, 19.651
-181.343, -4.648, 9.659, 19.684
-181.341, -4.971, 9.690, 19.717
-181.340, -5.295, 9.721, 19.750
-181.338, -5.619, 9.751, 19.783
-181.337, -5.945, 9.782, 19.816
-181.335, -6.272, 9.813, 19.849
-181.334, -6.600, 9.844, 19.882
-181.332, -6.929, 9.875, 19.915
-181.330, -7.259, 9.906, 19.948
-181.329, -7.590, 9.938, 19.981
-181.327, -7.922, 9.969, 20.014
-181.326, -8.255, 10.001, 20.047
-181.324, -8.589, 10.032, 20.080
-181.323, -8.924, 10.064, 20.113
-181.321, -9.261, 10.096, 20.146
-181.320, -9.598, 10.128, 20.179
-181.318, -9.936, 10.160, 20.212
-181.316, -10.276, 10.192, 20.245
-181.315, -10.616, 10.224, 20.278
-181.313, -10.958, 10.256, 20.311
-181.312, -11.301, 10.289, 20.344
-181.310, -11.644, 10.321, 20.377
-181.309, -11.989, 10.354, 20.410
-181.307, -12.335, 10.386, 20.443
-181.305, -12.682, 10.419, 20.476
-181.304, -13.030, 10.452, 20.509
-181.302, -13.380, 10.485, 20.542
-181.301, -13.730, 10.518, 20.575
-181.299, -14.081, 10.551, 20.608
-181.297, -14.434, 10.585, 20.641
-181.296, -14.788, 10.618, 20.674
-181.294, -15.142, 10.652, 20.707
-181.293, -15.498, 10.685, 20.740
-181.291, -15.855, 10.719, 20.773
-181.289, -16.213, 10.753, 20.806
-181.288, -16.573, 10.787, 20.839
-181.286, -16.933, 10.821, 20.872
-181.284, -17.295, 10.855, 20.905
-181.283, -17.657, 10.889, 20.938
-181.281, -18.021, 10.923, 20.971
-181.280, -18.386, 10.958, 21.004
-181.278, -18.752, 10.992, 21.037
-181.276, -19.120, 11.027, 21.070
-181.274, -19.488, 11.062, 21.103
-181.273, -19.858, 11.097, 21.136
-181.271, -20.228, 11.132, 21.169
-181.269, -20.600, 11.167, 21.202
-181.268, -20.974, 11.202, 21.235
-181.266, -21.348, 11.237, 21.268
-181.264, -21.723, 11.273, 21.301
-181.263, -22.100, 11.308, 21.334
-181.261, -22.478, 11.344, 21.367
-181.259, -22.857, 11.379, 21.400
-181.257, -23.237, 11.415, 21.433
-181.256, -23.618, 11.451, 21.466
-181.254, -24.001, 11.487, 21.499
-181.252, -24.385, 11.524, 21.532
-181.250, -24.770, 11.560, 21.565
-181.249, -25.156, 11.597, 21.598
-181.247, -25.544, 11.634, 21.631
-181.245, -25.932, 11.671, 21.664
-181.243, -26.322, 11.708, 21.697
-181.241, -26.714, 11.746, 21.730
-181.239, -27.106, 11.783, 21.763
-181.238, -27.500, 11.821, 21.796
-181.236, -27.895, 11.859, 21.829
-181.234, -28.291, 11.897, 21.862
-181.232, -28.689, 11.935, 21.895
-181.230, -29.087, 11.973, 21.928
-181.228, -29.488, 12.012, 21.961
-181.226, -29.889, 12.050, 21.994
-181.225, -30.292, 12.089, 22.027
-181.223, -30.696, 12.128, 22.060
-181.221, -31.101, 12.167, 22.093
-181.219, -31.507, 12.206, 22.126
-181.217, -31.915, 12.245, 22.159
-181.215, -32.324, 12.285, 22.192
-181.213, -32.735, 12.324, 22.225
-181.211, -33.147, 12.364, 22.258
-181.209, -33.560, 12.403, 22.291
-181.207, -33.974, 12.443, 22.324
-181.205, -34.390, 12.483, 22.357
-181.203, -34.807, 12.522, 22.390
-181.201, -35.226, 12.563, 22.423
-181.199, -35.645, 12.603, 22.456
-181.197, -36.066, 12.643, 22.489
-181.195, -36.489, 12.683, 22.522
-181.193, -36.913, 12.724, 22.555
-181.191, -37.338, 12.764, 22.588
-181.189, -37.764, 12.805, 22.621
-181.186, -38.192, 12.846, 22.654
-181.184, -38.621, 12.887, 22.687
-181.182, -39.052, 12.928, 22.720
-181.180, -39.484, 12.969, 22.753
-181.178, -39.917, 13.010, 22.786
-181.176, -40.352, 13.052, 22.819
-181.174, -40.788, 13.093, 22.852
-181.171, -41.226, 13.135, 22.885
-181.169, -41.665, 13.177, 22.918
-181.167, -42.105, 13.219, 22.951
-181.165, -42.546, 13.261, 22.984
-181.162, -42.990, 13.303, 23.017
-181.160, -43.434, 13.346, 23.050
